properties - ETA,properties - FIL,properties - NAME,properties - PLACES,properties - ind,properties - BACS
Université Bordeaux Montaigne (Public),2030,Licence - Licence 1 LEA - Langues étrangères appliquées : Anglais-Chinois,120,99,82;14;1
Université Bordeaux Montaigne (Public),2029,"Licence - Licence 1 LLCER - Langues, littératures & civilisations étrangères et régionales : Russe trilangue",50,98,72;22;5
Université Bordeaux Montaigne (Public),2023,Licence - Licence 1 Sciences de l'information et de la communication,118,30,95;4;0
Université Bordeaux Montaigne (Public),2012,Licence - Licence 1 Géographie et aménagement,220,100,80;13;5
Université Bordeaux Montaigne (Public),2011,Licence - Licence 1 Histoire de l'art,320,100,78;11;10
Université Bordeaux Montaigne (Public),2016,Licence - Licence 1 Philosophie,135,100,85;9;1
Université de Bordeaux - Bordeaux Métropole (Public),2002,Licence - Droit général,1410,100,89;8;1
Université de Bordeaux - Bordeaux Métropole (Public),2006,"Licence - Administration générale et territoriale,  Administration et gestion des entreprises",540,99,72;20;6
Université de Bordeaux - Bordeaux Métropole (Public),2005,Licence - Economie gestion ,715,98,82;14;2
Université de Montpellier (Public),2002,Licence - Droit (Faculté de Droit et Science Politique) ,1200,100,85;11;2
Université de Montpellier (Public),2006,Licence - Administration économique et sociale( Institut Montpellier Management - MOMA),260,100,73;20;6
Université de Montpellier (Public),2004,Licence - Gestion (Institut Montpellier Management - MOMA) ,240,51,97;1;0
Université de Montpellier (Public),2020,Licence - STAPS ,585,29,85;11;2
Université de Montpellier (Public),2045,"Licence - PACES (première année commune aux études de santé : médecine, odontologie, pharmacie et de sage-femme) ",1800,100,90;6;3
Université Paul Valery - Montpellier (Public),2006,Licence - AES,325,100,50;29;18
Université Paul Valery - Montpellier (Public),2010,Licence - Histoire,315,100,67;19;11
Université Paul Valery - Montpellier (Public),2011,Licence - Histoire de l'art et archéologie,225,100,74;9;13
Université Paul Valery - Montpellier (Public),2012,Licence - Géographie-aménagement,175,99,67;14;13
Université Paul Valery - Montpellier (Public),2013,Licence - Sociologie,275,100,54;26;17
Université Paul Valery - Montpellier (Public),2014,Licence - Psychologie,690,100,69;18;10
Université Paul Valery - Montpellier (Public),2023,Licence - Information et communication,285,100,82;11;4
Université Paul Valery - Montpellier (Public),2026,Licence - Parcours études cinématographiques et audiovisuelles,390,100,78;12;7
Université Paul Valery - Montpellier (Public),2029,Licence - LLCER Parcours Anglais,230,100,72;17;10
Université Paul Valery - Montpellier (Public),2021,"Licence - Parcours communications, médias, médiations numériques (CMM)",135,100,60;28;7
Université Paul Valery - Montpellier (Public),2016,Licence - Philosophie,190,100,85;8;4
Université Paul Valery - Montpellier (Public),2029,Licence - LLCER Parcours Allemand,45,100,100;0;0
Université Paul Valery - Montpellier (Public),2029,Licence - LLCER Parcours Chinois,45,100,82;8;4
Université Paul Valery - Montpellier (Public),2029,Licence - LLCER Parcours Grec moderne,45,100,100;0;0
Université Paul Valery - Montpellier (Public),2029,Licence - LLCER Parcours Italien ,45,100,84;5;5
Université Paul Valery - Montpellier (Public),2029,Licence - LLCER Parcours Espagnol ,120,100,75;12;11
Université Paul Valery - Montpellier (Public),2029,Licence - LLCER Parcours Portugais ,45,100,100;0;0
Université Paul Valery - Montpellier (Public),2029,Licence - LLCER Parcours Occitan ,45,100,87;0;0
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Espagnol - Arabe,45,98,37;27;34
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Anglais-Allemand,90,100,75;15;7
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Anglais-Arabe,90,100,42;32;20
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Anglais-Chinois,125,100,81;13;4
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Espagnol - Portugais,45,100,80;10;10
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Espagnol - Italien,45,100,68;12;20
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Anglais-Espagnol,190,100,80;12;6
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Anglais-Grec moderne,50,100,100;0;0
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Anglais-Portugais,45,100,63;17;17
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Anglais-Russe,90,100,81;9;7
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Anglais-Italien,90,100,64;17;17
Université Paul Valery - Montpellier (Public),2026,Licence - Parcours Théâtre et spectacle vivant,140,100,74;13;10
Université Paul Valery - Montpellier (Public),2009,Licence - Parcours Lettres classiques,50,100,72;9;18
Université Paul Valery - Montpellier (Public),2028,Licence - Lettres,185,100,78;7;11
Université Paul Valery - Montpellier (Public),2027,Licence - Musicologie - enseignement musical ,130,100,75;13;10
Université Paul Valery - Montpellier (Public),2025,Licence - Arts plastiques,220,100,67;17;11
Université Paul Valery - Montpellier (Public),2021,"Licence - Parcours langue, langage et société",100,100,78;9;7
Université Paul Valery - Montpellier (Public),2030,Licence - LEA Parcours Espagnol - Chinois,45,100,50;25;25
Université Paul Valery - Montpellier (Public),2009,Licence - Parcours Etude et pratique du français (préparation concours orthophonie),50,100,80;12;4
Université Paul Valery - Montpellier (Public),2021,Licence - Parcours Etude et pratique du français (préparation concours orthophonie),100,100,92;5;1
Université Paul Valery Montpellier - Site de Béziers (Public),2023,Licence - Information et communication,90,100,58;27;12
Université Paul Valery Montpellier - Site de Béziers (Public),2010,Licence - Histoire,90,100,39;32;21
Université Paul Valery Montpellier - Site de Béziers (Public),2006,Licence - Science de l'homme et de la société,80,100,39;33;26
Université Paul Valery Montpellier - Site de Béziers (Public),2014,Licence - Psychologie,110,99,54;30;12
Université de Rennes 1 (Public),2045,Licence - PACES (1ère année commune aux études de santé),1050,99,96;2;1
